state,year,pop_estimate,pop_change,births,deaths,international_mig,domestic_mig,net_mig,natural_inc,r_birth,r_death,r_natural_inc,r_international_mig,r_domestic_mig,r_net_mig
Alabama,2010,4785448,5310,14227,11073,928,1238,2166,3154,0,0,0,0,0,0
Alabama,2011,4798834,13386,59689,48818,4716,-2239,2477,10871,12.45560179,10.18709591,2.268505872,0.984111277,-0.467223314,0.516887963
Alabama,2012,4815564,16730,59070,48364,5874,59,5933,10706,12.28782083,10.06074431,2.227076516,1.221917379,0.012273259,1.234190638
Alabama,2013,4830460,14896,57936,50847,5111,2641,7752,7089,12.0124105,10.5425821,1.469828398,1.059711234,0.547583129,1.607294363
Alabama,2014,4842481,12021,58907,49692,3753,-755,2998,9215,12.17974968,10.27443463,1.905315043,0.775979095,-0.156105573,0.619873521
Alabama,2015,4853160,10679,59637,51820,4685,-1553,3132,7817,12.30181687,10.68933967,1.612477195,0.96641367,-0.320350145,0.646063525
Alabama,2016,4864745,11585,59388,51662,5950,-1977,3973,7726,12.22238744,10.63233279,1.590054647,1.224543767,-0.40687782,0.817665948
Alabama,2017,4875120,10375,58259,53033,3190,2065,5255,5226,11.96299949,10.889884,1.07311549,0.65503988,0.424030518,1.079070398
Alabama,2018,4887871,12751,57216,53425,3344,5718,9062,3791,11.72099821,10.94439194,0.776606268,0.685035969,1.171362342,1.856398311
Alaska,2010,713906,3657,2893,924,433,1162,1595,1969,0,0,0,0,0,0
Alaska,2011,722038,8132,11702,3936,1320,-979,341,7766,16.29868574,5.482107937,10.81657781,1.838511808,-1.363562924,0.474948884
Alaska,2012,730399,8361,11123,3935,2361,-1274,1087,7188,15.31632697,5.418479425,9.897847549,3.251087655,-1.754292957,1.496794698
Alaska,2013,737045,6646,11342,4046,2881,-3544,-663,7296,15.45817081,5.514350122,9.943820684,3.926555289,-4.830167284,-0.903611995
Alaska,2014,736307,-738,11446,4035,1213,-9593,-8380,7411,15.53735971,5.47730617,10.06005354,1.646585473,-13.02200696,-11.37542149
Alaska,2015,737547,1240,11335,4354,2306,-8178,-5872,6981,15.38144212,5.908319277,9.473122847,3.129210899,-11.0974357,-7.968224804
Alaska,2016,741504,3957,11247,4441,2282,-5175,-2893,6806,15.20840052,6.005201984,9.203198537,3.085762425,-6.997730301,-3.911967877
Alaska,2017,739786,-1718,10981,4586,2595,-10746,-8151,6395,14.8262663,6.191900303,8.634365992,3.503702854,-14.50897529,-11.00527243
Alaska,2018,737438,-2348,10693,4738,2401,-10752,-8351,5955,14.47715445,6.414734665,8.062419782,3.250691838,-14.557034,-11.30634217
Arizona,2010,6407774,15486,20942,11484,2709,3496,6205,9458,0,0,0,0,0,0
Arizona,2011,6473497,65723,86103,48157,17126,10583,27709,37946,13.36871183,7.477057194,5.891654636,2.659054374,1.643160834,4.302215208
Arizona,2012,6556629,83132,85580,48746,15779,30078,45857,36834,13.13571335,7.482045838,5.653667509,2.421925928,4.616685978,7.038611906
Arizona,2013,6634999,78370,86100,50590,18681,23960,42641,35510,13.05373378,7.670016165,5.383717612,2.832250879,3.632606984,6.464857863
Arizona,2014,6733840,98841,86124,50236,22020,40464,62484,35888,12.8842901,7.515387088,5.368903014,3.294227719,6.053480037,9.347707755
Arizona,2015,6833596,99756,86765,52850,20235,45315,65550,33915,12.79018379,7.790712998,4.999470792,2.982877531,6.679965175,9.662842707
Arizona,2016,6945452,111856,84965,56023,20865,61949,82814,28942,12.33249206,8.131621285,4.200870771,3.028511113,8.991767791,12.02027891
Arizona,2017,7048876,103424,83743,57680,14248,62930,77178,26063,11.96813452,8.24333973,3.724794788,2.036253545,8.993643711,11.02989726
Arizona,2018,7171646,122770,83550,58806,14335,83240,97575,24744,11.7506235,8.270582472,3.480041028,2.016100394,11.70702454,13.72312493
Arkansas,2010,2921978,5950,9438,6967,811,2459,3270,2471,0,0,0,0,0,0
Arkansas,2011,2940407,18429,38442,29463,3717,5504,9221,8979,13.11479884,10.05154046,3.063258384,1.268084577,1.877734062,3.145818639
Arkansas,2012,2952109,11702,38596,29775,3799,-1099,2700,8821,13.10000686,10.10603959,2.993967263,1.289432222,-0.373015534,0.916416689
Arkansas,2013,2959549,7440,37977,30939,2384,-2046,338,7038,12.84817221,10.4671143,2.381057903,0.806541921,-0.692191598,0.114350323
Arkansas,2014,2967726,8177,38230,29942,3188,-3305,-117,8288,12.89968831,10.10312496,2.796563345,1.075705109,-1.115183621,-0.039478512
Arkansas,2015,2978407,10681,38779,31331,3398,-146,3252,7448,13.04343512,10.53827757,2.505157554,1.142927681,-0.049107546,1.093820135
Arkansas,2016,2990410,12003,38604,31142,3516,1065,4581,7462,12.93522653,10.43489857,2.500327954,1.178122901,0.356854633,1.534977534
Arkansas,2017,3002997,12587,37703,31299,2180,4003,6183,6404,12.58149163,10.44447674,2.13701489,0.727466031,1.335801156,2.063267187
Arkansas,2018,3013825,10828,37191,31093,2260,2475,4735,6098,12.36234012,10.33535644,2.02698368,0.751227143,0.822693442,1.573920585
California,2010,37320903,66380,123311,57268,21145,-20443,702,66043,0,0,0,0,0,0
California,2011,37641823,320920,509763,238444,105527,-53949,51578,271319,13.60043924,6.361668331,7.238770906,2.815452576,-1.43935534,1.376097235
California,2012,37960782,318959,497431,239549,105015,-40787,64228,257882,13.15909683,6.337056772,6.822040061,2.778078877,-1.078983985,1.699094892
California,2013,38280824,320042,499628,247723,123416,-52973,70443,251905,13.10643955,6.498367833,6.608071714,3.237497384,-1.389608713,1.847888671
California,2014,38625139,344315,498911,243951,138111,-45720,92391,254960,12.9745726,6.34413745,6.630435146,3.591685082,-1.188984526,2.402700555
California,2015,38953142,328003,500353,253556,164026,-80259,83767,246797,12.89930619,6.536777993,6.362528193,4.228657761,-2.069110039,2.159547722
California,2016,39209127,255985,490384,259932,148792,-122586,26206,230452,12.54784454,6.651086345,5.896758192,3.807258973,-3.136705256,0.670553717
California,2017,39399349,190222,481969,273362,119732,-137608,-17876,208607,12.26251988,6.955026071,5.307493813,3.046287273,-3.501098279,-0.454811005
California,2018,39557045,157696,477145,280674,117797,-156068,-38271,196471,12.08629158,7.109595203,4.976696378,2.983849541,-3.953270713,-0.969421172
Colorado,2010,5048281,18965,16789,7840,2376,6792,9168,8949,0,0,0,0,0,0
Colorado,2011,5121771,73490,65919,32015,12670,26255,38925,33904,12.96335555,6.295936343,6.667419203,2.491629345,5.163198772,7.654828117
Colorado,2012,5193721,71950,64743,32723,11357,27951,39308,32020,12.55257626,6.344438055,6.208138206,2.201930843,5.419227701,7.621158545
Colorado,2013,5270482,76761,64736,33581,9060,35843,44903,31155,12.37284865,6.418262337,5.954586317,1.731617783,6.850593399,8.582211182
Colorado,2014,5351218,80736,65722,33934,9814,38359,48173,31788,12.37504354,6.389560993,5.98548255,1.847915117,7.222760952,9.070676069
Colorado,2015,5452107,100889,66345,36264,13493,56508,70001,30081,12.28232975,6.713488671,5.568841074,2.497934664,10.46122374,12.95915841
Colorado,2016,5540921,88814,66595,36727,9546,49138,58684,29868,12.11586107,6.681871455,5.433989616,1.736737139,8.939848056,10.6765852
Colorado,2017,5615902,74981,66373,37688,8447,37643,46090,28685,11.89819001,6.756045157,5.142144856,1.51423035,6.747978345,8.262208695
Colorado,2018,5695564,79662,66249,38367,8207,43293,51500,27882,11.71360105,6.783736078,4.929864971,1.451093961,7.654710716,9.105804676
Connecticut,2010,3579125,4978,9492,6843,2452,124,2576,2649,0,0,0,0,0,0
Connecticut,2011,3588023,8898,37642,29315,13027,-12343,684,8327,10.50403871,8.180380815,2.32365789,3.63519771,-3.444326809,0.190870902
Connecticut,2012,3594395,6372,36853,29087,16035,-17392,-1357,7766,10.26200369,8.099500753,2.162502934,4.46507012,-4.842937295,-0.377867175
Connecticut,2013,3594915,520,36138,29784,11171,-16929,-5758,6354,10.05325963,8.2856352,1.767624431,3.107669582,-4.709492288,-1.601822706
Connecticut,2014,3594783,-132,36158,29668,18263,-25041,-6778,6490,10.05828061,8.252919664,1.805360948,5.080324653,-6.965800232,-1.885475579
Connecticut,2015,3587509,-7274,36319,30373,16614,-29986,-13372,5946,10.11348467,8.4577458,1.655738864,4.626378321,-8.349980758,-3.723602438
Connecticut,2016,3578674,-8835,35892,30085,14489,-29202,-14713,5807,10.01704813,8.396380612,1.620667516,4.043714764,-8.149945375,-4.106230611
Connecticut,2017,3573880,-4794,35396,31069,14454,-23652,-9198,4327,9.897443626,8.687526162,1.209917464,4.04163324,-6.613581666,-2.571948426
Connecticut,2018,3572665,-1215,35048,31312,16494,-21509,-5015,3736,9.808375936,8.762835748,1.045540188,4.615936792,-6.019412177,-1.403475386
Delaware,2010,899595,1661,2848,1842,362,276,638,1006,0,0,0,0,0,0
Delaware,2011,907316,7721,11301,7872,1556,2782,4338,3429,12.50864044,8.71321277,3.795427666,1.722276305,3.079288355,4.801564659
Delaware,2012,915188,7872,11155,7693,1244,3231,4475,3462,12.24139975,8.442231128,3.799168616,1.365154754,3.54567123,4.910825985
Delaware,2013,923638,8450,10889,8092,2387,3322,5709,2797,11.84342619,8.801267765,3.042158421,2.59622172,3.613174928,6.209396648
Delaware,2014,932596,8958,10982,8077,1781,4246,6027,2905,11.8325599,8.702566595,3.129993309,1.918939099,4.574854248,6.493793347
Delaware,2015,941413,8817,11026,8533,2281,4049,6330,2493,11.76728607,9.106679851,2.660606219,2.434353304,4.321217241,6.755570544
Delaware,2016,949216,7803,11086,8503,1838,3377,5215,2583,11.72731403,8.99489006,2.732423971,1.944326465,3.572356078,5.516682543
Delaware,2017,957078,7862,10868,9189,1688,4470,6158,1679,11.40222862,9.640695507,1.761533111,1.770975516,4.689727817,6.460703333
Delaware,2018,967171,10093,10709,9307,1820,6858,8678,1402,11.13057614,9.673384266,1.457191871,1.891647079,7.127975641,9.01962272
District of Columbia,2010,605085,3319,2246,1180,699,1343,2042,1066,0,0,0,0,0,0
District of Columbia,2011,619602,14517,9199,4672,2429,7251,9680,4527,15.02261394,7.629704569,7.392909372,3.966727825,11.84139294,15.80812077
District of Columbia,2012,634725,15123,9231,4543,3410,6760,10170,4688,14.71864992,7.243725121,7.4749248,5.437178662,10.77868849,16.21586715
District of Columbia,2013,650431,15706,9446,4811,4751,6118,10869,4635,14.70016091,7.487028812,7.213132102,7.393654934,9.521023129,16.91467806
District of Columbia,2014,662513,12082,9334,4648,5222,2086,7308,4686,14.2184282,7.080271512,7.138156692,7.954642392,3.177591733,11.13223412
District of Columbia,2015,675254,12741,9652,4895,5042,2865,7907,4757,14.43001659,7.318165271,7.111851316,7.537934483,4.283257099,11.82119158
District of Columbia,2016,686575,11321,9715,4855,3504,2907,6411,4860,14.26757691,7.130116924,7.13745999,5.146020536,4.269258475,9.415279011
District of Columbia,2017,695691,9116,9780,5452,3616,1146,4762,4328,14.15067722,7.888496136,6.262181085,5.231988633,1.65814684,6.890135473
District of Columbia,2018,702455,6764,9788,5684,3592,-936,2656,4104,14.001399,8.130767459,5.870631536,5.13823306,-1.338915964,3.799317096
Florida,2010,18845785,41205,50875,41767,22421,10291,32712,9108,0,0,0,0,0,0
Florida,2011,19093352,247567,213213,174508,101645,106023,207668,38705,11.23973906,9.199365816,2.040373243,5.358319036,5.589109737,10.94742877
Florida,2012,19326230,232878,214009,173749,99907,91420,191327,40260,11.14062095,9.044814699,2.095806248,5.200837427,4.759031475,9.959868902
Florida,2013,19563166,236936,212995,181628,104788,99974,204762,31367,10.95388573,9.340746768,1.613138965,5.38902687,5.141452956,10.53047983
Florida,2014,19860330,297164,218336,181057,113737,143628,257365,37279,11.0764403,9.18523309,1.891207213,5.770010859,7.286416202,13.05642706
Florida,2015,20224249,363919,221755,190991,134214,196632,330846,30764,11.0643547,9.529400321,1.534954377,6.696540333,9.810855192,16.50739553
Florida,2016,20629982,405733,224643,193629,157738,216222,373960,31014,10.99729426,9.47901822,1.518276039,7.7219909,10.5850481,18.30703899
Florida,2017,20976812,346830,224012,203723,162228,163595,325823,20289,10.76804908,9.79277567,0.975273413,7.798149504,7.863859926,15.66200943
Florida,2018,21299325,322513,221488,208165,175670,132602,308272,13323,10.47815698,9.847872335,0.630284645,8.310598483,6.273137018,14.5837355
Georgia,2010,9711810,23101,32497,17199,4174,2883,7057,15298,0,0,0,0,0,0
Georgia,2011,9801578,89768,132614,71126,11982,15503,27485,61488,13.59210405,7.289969328,6.302134719,1.228079921,1.588960359,2.81704028
Georgia,2012,9901496,99918,131870,70422,21860,15704,37564,61448,13.38572854,7.148326195,6.237402347,2.218943095,1.594065982,3.813009077
Georgia,2013,9973326,71830,128660,74815,22766,-5471,17295,53845,12.94703419,7.528620885,5.418413307,2.290938757,-0.550545811,1.740392945
Georgia,2014,10069001,95675,129559,74830,17314,23419,40733,54729,12.92853869,7.467196798,5.461341889,1.72774349,2.336954187,4.064697677
Georgia,2015,10181111,112110,131677,78528,25712,33086,58798,53149,13.00506387,7.755808956,5.249254918,2.539442745,3.267735013,5.807177758
Georgia,2016,10304763,123652,130724,80016,34971,37979,72950,50708,12.76235517,7.811821941,4.950533231,3.414157482,3.707823254,7.121980737
Georgia,2017,10413055,108292,129047,82779,21625,40388,62013,46268,12.45758603,7.991092498,4.466493528,2.087575053,3.898866184,5.986441236
Georgia,2018,10519475,106420,127649,84888,21786,41914,63700,42761,12.19623237,8.110629723,4.085602648,2.081544849,4.004675976,6.086220825
Hawaii,2010,1363963,3656,4644,2534,1988,-359,1629,2110,0,0,0,0,0,0
Hawaii,2011,1379252,15289,19154,10064,7313,-938,6375,9090,13.96463639,7.337376035,6.62726035,5.331700213,-0.68386911,4.647831103
Hawaii,2012,1394905,15653,18896,10245,10197,-3013,7184,8651,13.62287715,7.386027539,6.236849609,7.351422432,-2.172191408,5.179231024
Hawaii,2013,1408453,13548,19036,10339,5758,-760,4998,8697,13.58085553,7.376153884,6.204701647,4.10793056,-0.542206882,3.565723679
Hawaii,2014,1414862,6409,18955,10739,3940,-5688,-1748,8216,13.42747798,7.607369351,5.820108631,2.791045278,-4.029305975,-1.238260697
Hawaii,2015,1422484,7622,18215,11069,7389,-6834,555,7146,12.83946336,7.802361785,5.037101573,5.208388402,-4.817177743,0.39121066
Hawaii,2016,1428105,5621,18249,10838,9669,-11424,-1755,7411,12.8036697,7.604042533,5.199627165,6.78386116,-8.015185634,-1.231324474
Hawaii,2017,1424203,-3902,17817,12275,4721,-14153,-9432,5542,12.49304072,8.607064875,3.885975848,3.310301693,-9.923893212,-6.61359152
Hawaii,2018,1420491,-3712,17326,12660,4075,-12430,-8355,4666,12.18127503,8.900781596,3.280493438,2.864983018,-8.739077033,-5.874094015
Idaho,2010,1570773,3116,5969,2558,122,-378,-256,3411,0,0,0,0,0,0
Idaho,2011,1583828,13055,22952,11887,1608,272,1880,11065,14.55144407,7.536293813,7.015150252,1.019463317,0.172446531,1.191909849
Idaho,2012,1595441,11613,22362,11899,1593,-558,1035,10463,14.06738467,7.485368492,6.58201618,1.002117153,-0.351024088,0.651093066
Idaho,2013,1611530,16089,22704,12298,1855,3695,5550,10406,14.15915517,7.669542381,6.489612784,1.156854864,2.304355106,3.46120997
Idaho,2014,1631479,19949,22434,12543,1403,8462,9865,9891,13.83529925,7.73540869,6.099890565,0.865245826,5.218610248,6.083856073
Idaho,2015,1651523,20044,23036,12894,3101,6752,9853,10142,14.03349739,7.855005876,6.178491515,1.889124649,4.11330849,6.002433139
Idaho,2016,1682930,31407,22649,13287,3505,18493,21998,9362,13.58483685,7.969523037,5.615313816,2.10229384,11.09207417,13.19436801
Idaho,2017,1718904,35974,22403,12909,1694,24732,26426,9494,13.17113063,7.589435581,5.58169505,0.99593337,14.54039204,15.53632541
Idaho,2018,1754208,35304,22412,12989,1681,24095,25776,9423,12.90600476,7.47974727,5.426257489,0.968007942,13.87516441,14.84317235
Illinois,2010,12840762,9190,41835,24054,5136,-13357,-8221,17781,0,0,0,0,0,0
Illinois,2011,12867291,26529,162426,101615,31610,-65999,-34389,60811,12.63619614,7.905305003,4.730891134,2.459151613,-5.134500073,-2.67534846
Illinois,2012,12884119,16828,160152,101291,28316,-70308,-41992,58861,12.4383092,7.86683137,4.571477834,2.19918055,-5.460516531,-3.261335981
Illinois,2013,12898269,14150,157511,104307,28700,-67632,-38932,53204,12.21849582,8.091337389,4.127158431,2.226325971,-5.246372058,-3.020046087
Illinois,2014,12888962,-9307,157522,102709,29935,-94459,-64524,54813,12.21705425,7.965880478,4.251173769,2.321691693,-7.326028917,-5.004337224
Illinois,2015,12864342,-24620,159244,107598,31480,-108103,-76623,51646,12.36687922,8.356054043,4.010825174,2.444734858,-8.395272311,-5.950537453
Illinois,2016,12826895,-37447,156299,106197,25446,-113136,-87690,50102,12.16749509,8.267176859,3.900318229,1.980908899,-8.807361047,-6.826452148
Illinois,2017,12786196,-40699,151472,108248,30536,-114689,-84153,43224,11.8277017,8.452552642,3.37514906,2.384405693,-8.955498577,-6.571092884
Illinois,2018,12741080,-45116,148117,110092,30735,-114154,-83419,38025,11.60460677,8.62544049,2.979166285,2.408012512,-8.943688312,-6.5356758
Indiana,2010,6490436,6375,20960,13860,2391,-3061,-670,7100,0,0,0,0,0,0
Indiana,2011,6516045,25609,83465,57898,8941,-8711,230,25567,12.8343708,8.902946154,3.931424649,1.374853044,-1.339486061,0.035366984
Indiana,2012,6537640,21595,83077,58627,10680,-13318,-2638,24450,12.72851306,8.982444421,3.746068639,1.636319553,-2.040496611,-0.404177058
Indiana,2013,6568367,30727,83369,60708,8760,-382,8378,22661,12.72225782,9.264148875,3.458108942,1.336791595,-0.05829388,1.278497715
Indiana,2014,6593533,25166,83522,59856,9708,-7613,2095,23666,12.69148071,9.095343378,3.596137336,1.475166959,-1.156823863,0.318343096
Indiana,2015,6608296,14763,84172,62946,8007,-14132,-6125,21226,12.75156647,9.53595142,3.215615049,1.213013742,-2.140915475,-0.927901732
Indiana,2016,6633344,25048,83560,62143,13506,-9743,3763,21417,12.6207932,9.385997505,3.23479569,2.039928589,-1.471569987,0.568358602
Indiana,2017,6660082,26738,82093,62611,9067,-1639,7428,19482,12.35091691,9.419844064,2.931072848,1.364132918,-0.24658805,1.117544868
Indiana,2018,6691878,31796,81075,61864,9227,3555,12782,19211,12.14428444,9.266654484,2.877629951,1.38211918,0.532506089,1.914625269
Iowa,2010,3050767,3895,9966,6871,1454,-553,901,3095,0,0,0,0,0,0
Iowa,2011,3066054,15287,37852,28210,6180,-541,5639,9642,12.37636347,9.223745472,3.152618002,2.020657462,-0.17688927,1.843768193
Iowa,2012,3076097,10043,38478,28048,4068,-4438,-370,10430,12.5291612,9.132956842,3.396204359,1.324617386,-1.445096351,-0.120478966
Iowa,2013,3093078,16981,38805,29139,6973,306,7279,9666,12.58028829,9.446644,3.133644288,2.260594002,0.099202892,2.359796893
Iowa,2014,3109504,16426,39460,28925,6862,-891,5971,10535,12.72373344,9.326761017,3.396972422,2.212626935,-0.287299708,1.925327227
Iowa,2015,3121460,11956,39694,29808,5492,-3304,2188,9886,12.74088568,9.567700921,3.173184759,1.762809093,-1.060510059,0.702299034
Iowa,2016,3131785,10325,39428,29189,5622,-5508,114,10239,12.61041267,9.335632939,3.274779734,1.798106423,-1.761645354,0.036461069
Iowa,2017,3143637,11852,38892,28817,5809,-4010,1799,10075,12.395023,9.184083557,3.21093944,1.851349599,-1.278001703,0.573347896
Iowa,2018,3156145,12508,38417,28803,5828,-2886,2942,9614,12.19629505,9.14412594,3.052169107,1.850222754,-0.91622218,0.934000573
Kansas,2010,2858213,5087,9990,5994,946,210,1156,3996,0,0,0,0,0,0
Kansas,2011,2869035,10822,40125,25179,4854,-8983,-4129,14946,14.01196526,8.792704629,5.219260629,1.695054937,-3.136934179,-1.441879241
Kansas,2012,2885361,16326,39580,24967,6097,-4459,1638,14613,13.75643943,8.677539745,5.07889968,2.119075573,-1.549771688,0.569303885
Kansas,2013,2893510,8149,39724,25593,5815,-11799,-5984,14131,13.7480141,8.857439455,4.890574647,2.012503826,-4.083496586,-2.07099276
Kansas,2014,2900896,7386,39291,25500,6641,-13033,-6392,13791,13.56170072,8.801592432,4.760108284,2.292210798,-4.498476634,-2.206265836
Kansas,2015,2909502,8606,38999,26557,9214,-12945,-3731,12442,13.42386528,9.141198245,4.282667039,3.171555546,-4.455804921,-1.284249375
Kansas,2016,2911263,1761,38616,26270,7582,-18147,-10565,12346,13.26835906,9.026304962,4.242054094,2.605155852,-6.235262891,-3.630107039
Kansas,2017,2910689,-574,37410,25477,2267,-14741,-12474,11933,12.85135982,8.752047423,4.099312396,0.778776603,-5.063937319,-4.285160716
